geographic_entity,state,constituency,matched_pc_id,matched_pc_name,mapping_status,coordinate_type,geo_source,validation_status,reason
"ERNAKULAM, Kerala",Kerala,ERNAKULAM,3212,Ernakulam,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"HATKANANGLE, Maharashtra",Maharashtra,HATKANANGLE,2748,Hatkanangle,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"GUNTUR, Andhra Pradesh",Andhra Pradesh,GUNTUR,2830,Guntur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"JAIPUR RURAL, Rajasthan",Rajasthan,JAIPUR RURAL,806,Jaipur Rural,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BHIWANDI, Maharashtra",Maharashtra,BHIWANDI,2723,Bhiwandi,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"PALAKKAD, Kerala",Kerala,PALAKKAD,3208,Palakkad,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"PILIBHIT, Uttar Pradesh",Uttar Pradesh,PILIBHIT,926,Pilibhit,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"ARUNACHAL WEST, Arunachal Pradesh",Arunachal Pradesh,ARUNACHAL WEST,1201,Arunachal West,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"CHENNAI SOUTH, Tamil Nadu",Tamil Nadu,CHENNAI SOUTH,3303,Chennai South,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"CHITRADURGA(SC), Karnataka",Karnataka,CHITRADURGA(SC),2918,Chitradurga,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"COOCHBEHAR(SC), West Bengal",West Bengal,COOCHBEHAR(SC),1901,Cooch Behar,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"ANAKAPALLE, Andhra Pradesh",Andhra Pradesh,ANAKAPALLE,2822,Anakapalli,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"JAHANABAD, Bihar",Bihar,JAHANABAD,1036,Jahanabad,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BIDAR, Karnataka",Karnataka,BIDAR,2907,Bidar,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BELLARY(ST), Karnataka",Karnataka,BELLARY(ST),2909,Bellary,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"MAYURBHANJ (ST), Odisha",Odisha,MAYURBHANJ (ST),2105,Mayurbhanj,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"GWALIOR, Madhya Pradesh",Madhya Pradesh,GWALIOR,2303,Gwalior,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"ZAHIRABAD, Telangana",Telangana,ZAHIRABAD,2805,Zahirabad,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"THRISSUR, Kerala",Kerala,THRISSUR,3210,Thrissur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"Darrang-Udalguri, Assam",Assam,Darrang-Udalguri,1808,Mangaldoi,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"DIBRUGARH, Assam",Assam,DIBRUGARH,1813,Dibrugarh,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"AMBALA (SC), Haryana",Haryana,AMBALA (SC),601,Ambala,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"JABALPUR, Madhya Pradesh",Madhya Pradesh,JABALPUR,2313,Jabalpur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"ARRAH, Bihar",Bihar,ARRAH,1032,Arrah,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"AHMEDABAD WEST(SC), Gujarat",Gujarat,AHMEDABAD WEST(SC),2408,Ahmedabad West,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"LAKSHADWEEP(ST), Lakshadweep",Lakshadweep,LAKSHADWEEP(ST),3101,Lakshadweep,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"NANDED, Maharashtra",Maharashtra,NANDED,2716,Nanded,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"JANGIPUR, West Bengal",West Bengal,JANGIPUR,1909,Jangipur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"TRIPURA EAST(ST), Tripura",Tripura,TRIPURA EAST(ST),1602,Tripura East,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"DINDORI(ST), Maharashtra",Maharashtra,DINDORI(ST),2720,Dindori,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"HYDERABAD, Telangana",Telangana,HYDERABAD,2809,Hyderabad,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"FARIDABAD, Haryana",Haryana,FARIDABAD,610,Faridabad,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"CHATRA, Jharkhand",Jharkhand,CHATRA,2004,Chatra,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"NORTH EAST DELHI, Delhi",Delhi,NORTH EAST DELHI,702,North East Delhi,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"GARHWAL, Uttarakhand",Uttarakhand,GARHWAL,502,Garhwal,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"GANGANAGAR(SC), Rajasthan",Rajasthan,GANGANAGAR(SC),801,Ganganagar,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BARRACKPUR, West Bengal",West Bengal,BARRACKPUR,1915,Barrackpore,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"RAMTEK(SC), Maharashtra",Maharashtra,RAMTEK(SC),2709,Ramtek,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"NORTH WEST DELHI(SC), Delhi",Delhi,NORTH WEST DELHI(SC),705,North West Delhi,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"ANANTNAG, Jammu And Kashmir",Jammu And Kashmir,ANANTNAG,103,Anantnag,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"VIJAYAWADA, Andhra Pradesh",Andhra Pradesh,VIJAYAWADA,2829,Vijayawada,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BAPATLA, Andhra Pradesh",Andhra Pradesh,BAPATLA,2832,Bapatla,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"GANDHINAGAR, Gujarat",Gujarat,GANDHINAGAR,2406,Gandhinagar,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"GADCHIROLI-CHIMUR(ST), Maharashtra",Maharashtra,GADCHIROLI-CHIMUR(ST),2712,Gadchiroli-Chimur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"FATEHPUR, Uttar Pradesh",Uttar Pradesh,FATEHPUR,949,Fatehpur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BELGAUM, Karnataka",Karnataka,BELGAUM,2902,Belagavi,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"MALAPPURAM, Kerala",Kerala,MALAPPURAM,3206,Malappuram,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"CHANDINI CHOWK, Delhi",Delhi,CHANDINI CHOWK,701,Chandni Chowk,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"RAJAHMUNDRY, Andhra Pradesh",Andhra Pradesh,RAJAHMUNDRY,2825,Rajahmundry,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"NABARANGPUR(ST), Odisha",Odisha,NABARANGPUR(ST),2112,Nabarangpur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BHANDARA-GONDIYA, Maharashtra",Maharashtra,BHANDARA-GONDIYA,2711,Bhandara-Gondiya,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"KOZHIKODE, Kerala",Kerala,KOZHIKODE,3205,Kozhikode,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"MADHA, Maharashtra",Maharashtra,MADHA,2743,Madha,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"NARASARAOPET, Andhra Pradesh",Andhra Pradesh,NARASARAOPET,2831,Narasaraopet,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"BOLANGIR, Odisha",Odisha,BOLANGIR,2110,Bolangir,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"SOLAPUR(SC), Maharashtra",Maharashtra,SOLAPUR(SC),2742,Solapur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"ONGOLE, Andhra Pradesh",Andhra Pradesh,ONGOLE,2833,Ongole,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"SAMASTIPUR(SC), Bihar",Bihar,SAMASTIPUR(SC),1023,Samastipur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"VADAKARA, Kerala",Kerala,VADAKARA,3203,Vadakara,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"RAIGANJ, West Bengal",West Bengal,RAIGANJ,1905,Raiganj,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"SAMBALPUR, Odisha",Odisha,SAMBALPUR,2103,Sambalpur,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"PALGHAR(ST), Maharashtra",Maharashtra,PALGHAR(ST),2722,Palghar,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"DOMARIYAGANJ, Uttar Pradesh",Uttar Pradesh,DOMARIYAGANJ,960,Domariyaganj,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"PONNANI, Kerala",Kerala,PONNANI,3207,Ponnani,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"NAWADA, Bihar",Bihar,NAWADA,1039,Nawada,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"JALPAIGURI(SC), West Bengal",West Bengal,JALPAIGURI(SC),1903,Jalpaiguri,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"PURULIA, West Bengal",West Bengal,PURULIA,1935,Purulia,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"KARNAL, Haryana",Haryana,KARNAL,605,Karnal,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"NANDURBAR(ST), Maharashtra",Maharashtra,NANDURBAR(ST),2701,Nandurbar,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
"ALIPURDUARS(ST), West Bengal",West Bengal,ALIPURDUARS(ST),1902,Alipurduars,MATCHED,CONSTITUENCY_CENTROID,DataMeet ECI Delimitation 2019,VALID,Normalized exact/alias key match
